P-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
1018893599;13.11.2013;13.01.2014;Apoteket Bryggergården;Fisketorvet 2;5000;Odense;841200 Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;44889189;caln@dkma.dk;Nej
1008744412;01.01.2001;31.12.2010;Storcentrets Apoteksudsalg;c/o Storcentret -   Merkurvej;8900;Randers;477300 Apoteker;86447512;;Nej
1000379826;03.01.1983;30.06.2010;Apotekerløkken I/S;c/o Mogens Winther -   Østerløkke 3;6200;Aabenraa;021000 Dyrkning af træer og andre skovbrugsaktiviteter;;;Nej
1006800242;01.01.1985;31.12.2003;DANMARKS APOTEKERFORENING;Amaliegade 16;1256;København;911200 Faglige, oplysende foreninger;;;Nej
1003207230;19.11.1979;31.08.2016;RUDKØBING APOTEKSUDSALG;Hovedgaden 2;5932;Humble;477300 Apoteker;62571055;;Nej
1003166787;01.01.1992;01.01.2011;BINDSLEV APOTEKSUDSALG;Nørrebro 1;9881;Bindslev;477300 Apoteker;98938024;;Ja
1001703295;01.10.1971;24.10.2001;APOTEKER PREBEN KJÆR OG HUSTRUS LEGAT;c/o Bikuben Forv. Afd. 0896-017183 -   Landgreven 3;1301;København;853290 Andre sociale foranstaltninger uden institutionsophold;;;Nej
1002999073;01.01.1981;31.12.1998;DANSKE APOTEKERES BST;Lergravsvej 61;2300;København;851460 Bedriftssundhedstjenesten;;;Nej
1005446325;01.01.1901;31.08.1992;FONDEN TIL BEVARELSE AF GAMMELT DANSK APOTEKSINVENTAR;54;9999;Ukendt;980000 Uoplyst;;;Nej
1008646976;01.01.2000;31.12.2008;Vestcentrets Apoteksudsalg;Venusvej 10;7000;Fredericia;477300 Apoteker;75923410;;Nej
1014567239;02.07.2008;30.06.2009;Apoteket Ryparken v/Lægemiddelstyrelsen;Lyngbyvej 155;2100;København;477300 Apoteker;39204042;;Nej
1000976236;26.02.1971;31.12.2013;Malerfirmaet Krogmann v/Jack Krogmann;Søhusvej 45A  -  Søhus;5270;Odense;433410 Malerforretninger;66141537;krogmann@naturens-apotek.dk;Nej
1010719751;15.08.2004;31.03.2008;Det Gamle Apotekv/V.Stink;Broagervej 54;7500;Holstebro;563000 Cafeér, værtshuse, diskoteker mv.;97422020;;Nej
1003428473;01.01.1994;31.03.2008;BAGSVÆRD APOTEKSUDSALG;Værebrovej 72;2880;Bagsværd;477300 Apoteker;44989196;;Ja
1006714154;01.05.1981;12.10.1997;APOTEKER J.F.ABRAHAM;3;9999;Ukendt;980000 Uoplyst;;;Nej
1017014672;23.04.2010;16.04.2012;APOTEKSGRUPPEN I HELSINGBORG NR.1,FILIAL AF APOTEKERGRUPPEN I HELSINGBORG NR. 1 AB, SVERIGE;Vadstrupvej 77;2880;Bagsværd;464610 Engroshandel med medicinalvarer og sygeplejeartikler;26600600;shahzad.riaz@gmail.com;Nej
1003185912;01.01.1992;03.04.2011;ULLERSLEV APOTEKSUDSALG;Ullerslev-Centret 9;5540;Ullerslev;477300 Apoteker;65351799;;Nej
1020166556;05.02.2015;30.08.2015;Boet efter Hans Christian Thorstensen -Svane Apoteket Viborg;c/o Advokat Martin Jørgensen -   Lundborgvej 18;8800;Viborg;477300 Apoteker;;;Nej
1002898615;19.11.1979;18.03.2010;Per Willems;Vesterlundvej 187;8600;Silkeborg;682040 Udlejning af erhvervsejendomme;40136209;pw@apoteket.dk;Nej
1005413565;01.01.1901;02.04.2004;APOTEKER CHRISTEN MIKKELSENS OG HUSTRUS FAMILIELEGAT MARIANNE LUND LARSEN;c/o Marianne L. Larsen -   Kokkedalsvej 24;2665;Vallensbæk;980000 Uoplyst;43536717;;Nej
1002981042;01.01.1970;30.09.2018;Tove Lunøe Invest;Sløvkrog 13;8850;Bjerringbro;477300 Apoteker;86961008;;Nej
1008649746;01.01.2000;01.05.2019;Jelling Apoteksudsalg;Gormsgade 17;7300;Jelling;477300 Apoteker;76716067;;Nej
1008652119;01.01.2000;31.12.2009;Randalcentrets Apoteksudsalg;Devantiersvej 36;7000;Fredericia;477300 Apoteker;75929370;;Nej
1016930764;10.06.2011;27.11.2018;Apoteker Carl Vilhelm Høms Mindelegat;c/o Peter Clemmensen -   Ludvig Holsteins Alle 18;2750;Ballerup;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;44979323;peter.clemmensen@webspeed.dk;Nej
1002902212;19.11.1979;15.08.2019;Friheden v/Steffen de Teilman Hald;Parkvej 33;2830;Virum;477300 Apoteker;36784433;;Nej
1002172563;30.05.1980;30.06.2008;Lægerne i Apotekergaarden I/S;Bysøstræde 1;4300;Holbæk;862100 Alment praktiserende læger;59440570;;Nej
1003186579;01.01.1992;27.12.2005;HVISSINGE APOTEKSUDSALG;Granskoven 24;2600;Glostrup;523100 Apoteker;43960024;;Nej
1014567360;02.07.2008;28.02.2010;Kolind Apoteksudsalg v/Lægemiddelstyrelsen;Søndergade 4;8560;Kolind;477300 Apoteker;86398222;;Nej
1006040370;01.12.1995;30.12.1995;EJERFORENINGEN APOTEKERHAVEN;176;9999;Ukendt;980000 Uoplyst;;;Nej
1009539138;21.01.1993;11.04.2001;APOTEKERGÅRDENS KIOSK/ PALLE BOMBERG MIKKELSEN;Jens Juels Vej 7;5230;Odense;980000 Uoplyst;;;Nej
1020278656;01.03.2015;01.02.2016;Glostrup Apoteks Produktionsafdeling;Paul Bergsøes Vej 16;2600;Glostrup;477300 Apoteker;43960010;steen.mejlgaard@apotekeren.dk;Ja
1014395624;30.04.2008;31.12.2010;Høje Gladsaxe Apoteksudsalg;Høje Gladsaxe Torv 6;2860;Søborg;477300 Apoteker;;;Nej
1022488453;01.06.2017;31.12.2017;Vindinggård Apoteksudsalg;c/o Vejle Gorms Apotek -   Vindinggård Center 7B;7100;Vejle;477300 Apoteker;75838068;susanne@brinth.dk;Ja
1003801467;01.09.1996;31.12.2006;Dynalingua v/Hedvig Andersen;Jernbanegade 46 -  3. th.;6400;Sønderborg;748520 Tolkning og oversættelse;74435959;;Nej
1013516347;08.08.2007;30.12.2008;Vissenbjerg Apoteksudsalg v/Lægemiddelstyrelsen;Østergade 11;5492;Vissenbjerg;477300 Apoteker;;;Nej
1004213063;31.12.1996;28.08.2017;Udlejningsejendomme v/Jan Lunde & Allan Thyrrestrup;Stubdrupvej 27;9700;Brønderslev;682040 Udlejning af erhvervsejendomme;98821503;;Nej
1002932198;19.11.1979;30.09.2011;Gunnar B Muus;c/o Adv Saskia Krüger Larsen -   Grønningen 25;1270;København;477300 Apoteker;55814013;;Nej
1006620600;01.09.1985;31.12.1994;APOTEKET FRIHEDEN HVIDOVRE V/STEFFEN T HALD;434;9999;Ukendt;980000 Uoplyst;;;Nej
1005460831;27.10.1986;31.10.1988;APOTEKSDATA I/S;6;9999;Ukendt;980000 Uoplyst;;;Nej
1015916105;15.09.2008;30.06.2019;BVJ Ejendomsudlejning;Borgergade 5;9620;Aalestrup;682040 Udlejning af erhvervsejendomme;98641422;aalestrup@apoteket.dk;Ja
1022263087;12.03.2017;14.03.2020;Nordjyllands kreds for apotekere;c/o Hanne Enevoldsen -   Heravej 149;9210;Aalborg;949900 Andre organisationer og foreninger i.a.n.;96330077;361he@apoteket.dk;Ja
1020479554;01.07.2015;01.04.2020;Tinghus Apoteket;Østergade 13;7400;Herning;477300 Apoteker;60624994;078hj@apoteket.dk;Ja
1003068393;01.10.1995;30.06.2020;Algade 18;c/o Kirsten Rasmussen -   Sølystvej 6;7000;Fredericia;682040 Udlejning af erhvervsejendomme;62621034;;Nej
1003013648;03.07.1967;30.06.2020;VO Doris Bechmann;Sølykke 5;6600;Vejen;682040 Udlejning af erhvervsejendomme;74831328;;Nej
1002920177;19.11.1979;27.08.2020;Allan Kelbæk;Langgade 5;5874;Hesselager;682040 Udlejning af erhvervsejendomme;62251003;;Nej
1022820652;08.09.2017;10.09.2020;Vejgaard apoteks gavekasse;c/o Inger Hellegaard -   Hadsundvej 33B;9000;Aalborg;949900 Andre organisationer og foreninger i.a.n.;98136580;inger.hellegaard@gmail.com;Ja
1003031346;01.01.1992;24.08.2006;BILLUND APOTEKSUDSALG;Butikstorvet 3;7190;Billund;523100 Apoteker;75338194;;Nej
1005433904;01.01.1901;30.12.2013;APOTEKER AAGE SCHÆFFERS FOND;c/o Det Farmaceutiske Fakultet -  ATT: Gitte N -   Universitetsparken 2;2100;København;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45128961;;Nej
1008657447;01.01.2000;31.03.2015;Ålbæk Apoteksudsalg;Centralvej 2C;9982;Ålbæk;477300 Apoteker;98489515;;Nej
1005398001;01.01.1901;31.03.1988;APOTEKER F.HOLMS OG HUSTRU MARIE FØDT SCHOUBOUES LEGAT;23;9999;Ukendt;980000 Uoplyst;;;Nej
1014999651;15.01.2009;29.10.2010;Cafe Apoteket;Hellerupvej 40;2900;Hellerup;561010 Restauranter;;;Ja
1003189426;01.01.1992;17.02.2009;RØNDE APOTEKSUDSALG;Hovedgaden 31A;8410;Rønde;477300 Apoteker;86372877;;Nej
1008650493;01.12.2000;30.05.2010;Koldby Apoteksudsalg;Borgergade 2  -  Koldby;7752;Snedsted;477300 Apoteker;97936011;;Nej
1009030804;26.03.2002;15.10.2013;DIT APOTEKS UDVIKLINGSSELSKAB ApS;J Chr Juliussens Vej 13 -  2. th.;8700;Horsens;773900 Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;70263265;cl@dit-apotek.dk;Nej
1003185924;01.01.1992;14.12.2009;ØRBÆK APOTEKSUDSALG;Hovedgaden 26;5853;Ørbæk;477300 Apoteker;65332807;;Nej
1010486099;01.07.2002;01.07.2002;Munkebo Apotekerudsalg;Bycentret 203;5330;Munkebo;523100 Apoteker;;;Nej
1008675011;01.01.2000;30.12.2001;Apoteksudsalget Planeten;Saltumvej 7;9220;Aalborg;523100 Apoteker;98157878;;Nej
1021952903;01.02.2017;02.02.2017;Natur-apoteket;c/o Ken Glargard -   Vesterfælledvej 41 -  st. tv.;1750;København;869090 Sundhedsvæsen i øvrigt i.a.n.;29715858;akuoghelse@gmail.com;Ja
1006456268;01.04.1987;15.03.2010;APOTEKERVEJ ApS;Ahornvej 12;4180;Sorø;682040 Udlejning af erhvervsejendomme;;;Nej
1003159926;19.11.1979;30.09.2003;Jørgen Sonne Ravn;Vesterbakken 23  -  Høruphav;6470;Sydals;523100 Apoteker;74451405;;Nej
1016774509;04.04.2011;04.04.2011;Langeskov Apoteksudsalg v. Michael Bobak;Langeskov Centret 6;5550;Langeskov;477300 Apoteker;65381379;;Nej
1006209994;10.09.1997;30.12.1997;K/S APOTEKERGADE 9. HADERSLEV;61;9999;Ukendt;980000 Uoplyst;;;Nej
1008775237;25.10.2001;15.10.2010;APOTEKER PREBEN KJÆR OG HUSTRUS LEGAT;c/o Sundhedsvidensk. Fakultet -  ATT: Marianne -   Blegdamsvej 3;2200;København;999999 Uoplyst;;;Nej
1008754876;05.11.2001;31.12.2001;Mols Apoteksudsalg;Bygaden 21;8420;Knebel;523100 Apoteker;;;Nej
1008684487;27.09.2001;01.11.2010;Ryomgård apoteksudsalg;Vestergade 35;8550;Ryomgård;682040 Udlejning af erhvervsejendomme;86395155;;Nej
1008697295;01.01.2000;31.08.2012;Horslunde Apoteksudsalg;Hovedgaden 61;4913;Horslunde;477300 Apoteker;;;Nej
1006833245;20.09.1985;31.10.1985;PENSIONSKASSEN FOR APOTEKERE OG FARMACEUTER;6;9999;Ukendt;980000 Uoplyst;;;Nej
1005889874;15.11.1993;28.09.1997;BETON-APOTEKET V/PÅL GJETRANG;93;9999;Ukendt;980000 Uoplyst;;;Nej
1002904124;19.11.1979;30.06.2018;Delfs udlejning;Skippervej 60;5270;Odense;682040 Udlejning af erhvervsejendomme;66188414;delfs@oncable.dk;Nej
1005091686;01.01.1998;01.01.1998;DANMARKS APOTEKERFORENING FARMACEUTER DER SENDES UD;UKENDT;;;523100 Apoteker;;;Nej
1008654898;01.01.2000;10.03.2017;Lynge Apoteksudsalg;Lynge Bytorv 9;3540;Lynge;477300 Apoteker;48187412;;Nej
1002902224;01.01.1992;01.09.2015;AVEDØRE APOTEKSUDSALG;Sadelmagerporten 4;2650;Hvidovre;477300 Apoteker;36494433;;Nej
1022424188;15.05.2017;28.02.2018;Health by Glargard;Vesterfælledvej 41 -  st. tv.;1750;København;869090 Sundhedsvæsen i øvrigt i.a.n.;29715858;info@natur-apoteket.dk;Ja
1002982529;01.12.1992;31.01.2013;LØVE APOTEKET;c/o schaffalitzky de muckadell -   Strandhuse 33;5700;Svendborg;477300 Apoteker;62201819;schaffalitzky@apoteket.dk;Nej
1002948360;01.01.1992;30.12.2009;SNEDSTED APOTEKSUDSALG;Hovedgaden 68;7752;Snedsted;477300 Apoteker;97933011;;Nej
1008657110;01.01.2000;31.12.2008;Helsingør Kingosvej Apoteksudsalg;Kingosvej 54;3000;Helsingør;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;49210015;;Nej
1008916019;01.05.2002;01.05.2002;Elefant Apoteket Holbæk vJens Ole Jakobsen;Ahlgade 32;4300;Holbæk;523100 Apoteker;59430138;;Nej
1003186580;19.11.1979;29.09.2014;ØRESUNDS APOTEKET;c/o Grete Meyhoff -   Ermelundsvej 114C;2820;Gentofte;477300 Apoteker;39180205;;Nej
1002904409;01.01.1992;11.06.2000;HVIDBJERG APOTEKSUDSALG;Frederiksgade 5  -  Hvidbjerg;7790;Thyholm;523100 Apoteker;;;Nej
1008684436;27.09.2001;27.09.2001;Gedser Apoteksudsalg;Langgade 55;4874;Gedser;523100 Apoteker;;;Nej
1017160091;01.10.2011;29.01.2012;Egå Apoteksudsalg;Muslingevej 10;8250;Egå;477300 Apoteker;86228939;;Nej
1015628940;04.11.2009;06.10.2011;APOTEKERNES HJÆLPEMIDDELDISTRIBUTION A.M.B.A.;c/o Rådhus Apoteket -   Smedegade 6;4200;Slagelse;999999 Uoplyst;;;Nej
1014558477;02.07.2008;31.05.2009;Apoteket Rosen v/Lægemiddelstyrelsen;Tuborgvej 269;2400;København;477300 Apoteker;35817500;;Nej
1001035502;15.06.1992;12.10.2004;Lilje Høj Specialiteter v/Susanne Høj;Ahlgade 26;4300;Holbæk;521110 Kolonialhandel;59437200;natur-apotek@vestnet.dk;Nej
1008657315;01.01.2000;07.06.2011;Bilka Apoteksudsalg i Tilst;Agerøvej 7  -  True;8381;Tilst;477300 Apoteker;87455000;;Nej
1002949835;01.01.1970;31.08.2011;SBS Firma;c/o Steen Barnstein Sørensen -   Madvigs Alle 12 -  3. tv.;1829;Frederiksberg;477300 Apoteker;43904597;sbs@dbmail.dk;Nej
1007762050;01.02.1999;30.09.2014;Bjæverskov Apotekudsalg;Ejbovej 33;4632;Bjæverskov;477300 Apoteker;;;Nej
1013658702;03.10.2007;30.12.2013;Næsby Apoteksudsalg;Bogensevej 49  -  Næsby;5270;Odense;477300 Apoteker;66180272;;Nej
1002987118;01.11.1993;31.03.2017;St. Thomas Consult v/Per Hostrup Larsen;Dyrehegnet 14;7120;Vejle;477300 Apoteker;40168955;;Nej
1008654804;01.01.2000;04.05.2017;Bredballe Apoteksudsalg;Bredballe Center 23;7120;Vejle;477300 Apoteker;75816446;;Nej
1005414810;01.01.1901;27.06.2016;Apoteker Julius Waels og cand.pharm. Helga Waels fond;c/o Det Sundhedsvidenskabelige Fakultet -  ... -   Blegdamsvej 3B;2200;København;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45128961;legater@sund.ku.dk;Nej
1014569819;08.07.2008;08.07.2008;Apoteket Ryparken v/Lægemiddelstyrelsen;Lyngbyvej 155;2100;København;841200 Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;39204042;;Nej
1008683715;27.09.2001;31.10.2014;Tølløse Apoteksudsalg;Jernbanevej 18;4340;Tølløse;477300 Apoteker;59186434;;Nej
1006459413;03.11.1976;31.12.1992;ApS APOTEKERGÅRDENS GARAGER;21;9999;Ukendt;980000 Uoplyst;;;Nej
1002996499;19.11.1979;31.12.2009;Perminconsult v/ Kirsten Permin;Kanalbuen 26;2870;Dyssegård;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;35817500;;Nej
1008702574;15.10.2001;15.10.2001;Hovedgadens Apoteksudsalg;Hovedgaden 46A;4920;Søllested;523100 Apoteker;;;Nej
1007347894;01.02.2000;31.10.2002;Ethno V/Claus Schønemann;Hf. Birkevang 53;2700;Brønshøj;526100 Detailhandel fra postordreforretninger;;;Nej
1002895689;19.11.1979;31.12.2013;LØVE APOTEKET;Algade 28;9000;Aalborg;477300 Apoteker;98120366;;Nej
1008656831;01.01.2000;30.03.2015;Hasle Apoteksudsalg;Viborgvej 150  -  Hasle;8210;Aarhus;477300 Apoteker;86152077;;Nej
1014569894;08.07.2008;08.08.2008;Kolind Apoteksudsalg v/Lægemiddelstyrelsen;Søndergade 4;8560;Kolind;841200 Administration af sundhedsvæsen, undervisning, kultur og sociale forhold undtagen social sikring;86398222;;Nej
1008656793;01.01.2000;12.09.2011;Skejby Apoteksudsalg;Skelagervej 7 - 9;8200;Århus;477300 Apoteker;;;Nej
1006191262;26.11.1997;30.04.1998;ANDELSBOLIGFORENINGEN APOTEKERGÅRDEN ANDELSBOLIGHAVERNES;7 9.;9999;Ukendt;980000 Uoplyst;;;Nej
1003086650;01.01.1992;14.01.2012;TERNDRUP APOTEKSUDSALG;Aalborgvej 1;9575;Terndrup;477300 Apoteker;98335004;;Nej
1007762689;18.10.1999;31.08.2012;Vodskov Apoteksudsalg;Vodskovvej 41;9310;Vodskov;477300 Apoteker;;;Nej
1006272012;10.06.1971;31.12.2004;APOTEKER HARALD BARFOEDS OG HUSTRU DAGMAR BARFOEDS LEGAT;Universitetsparken 2;2100;København;731000 Forskning og udvikling inden for naturvidenskab og teknik;;;Nej
1014613397;17.06.2008;31.12.2008;Løve Apoteket v/Birgit Tranegaard Linnemann;Danmarksgade 19;7000;Fredericia;477300 Apoteker;75923544;kajli@apoteket.dk;Nej
1002908155;19.11.1979;30.11.2008;SVANE APOTEKET;Strandboulevarden 1;4800;Nykøbing;477300 Apoteker;54850622;mbalslev@apoteket.dk;Nej
1002897875;01.01.1992;31.12.2002;VAISENHUS APOTEKSUDSALG;Østergade 35;1100;København;523100 Apoteker;;;Nej
1007746780;03.07.2000;15.02.2010;GALLA CATERING OG ARRANGEMENTSERVICE ApS;Chr.Winthers Vej 42;2800;Kgs.Lyngby;562100 Event catering;39620599;;Nej
1008844859;20.12.2001;08.06.2012;K/S APOTEKERGÅRDEN, KØBMAGERGADE;c/o CB Richard Ellis A/S -   Trondhjems Plads 3;2100;København;682040 Udlejning af erhvervsejendomme;;;Nej
1003153345;01.01.1992;16.09.2010;LØVE APOTEKSUDSALG HOULKÆR CENTRET;Odshøjvej 5;8800;Viborg;477300 Apoteker;86674088;krb@km.dk;Nej
1005225556;01.10.1999;03.04.2000;HJORTE APOTEKET HADERSLEV V/LENE KÆSTEL;Baunegårdsvej 63;2900;Hellerup;523100 Apoteker;39656716;;Nej
1007443443;01.05.2000;01.05.2000;Løve Apoteket Frederikshavn V/Flemming Mølkjær Olsen;Danmarksgade 46;9900;Frederikshavn;523100 Apoteker;;;Nej
1008647190;01.01.2000;28.02.2018;Vemmelevs Apoteksudsalg;Akacievej 2 - 4;4241;Vemmelev;477300 Apoteker;58383460;;Nej
1008167288;01.12.2000;29.11.2010;Hvidbjerg Apoteksudsalg;Frederiksgade 5  -  Hvidbjerg;7790;Thyholm;477300 Apoteker;;;Nej
1014567352;02.07.2008;31.01.2010;Auning Apoteksudsalg v/Lægemiddelstyrelsen;Centervej 13;8963;Auning;477300 Apoteker;86488011;;Nej
1014170789;21.01.2008;25.05.2016;K/S APOTEKERGÅRDEN, ALGADE 82;c/o Clausen Invest ApS -   Haarlem Alle 37;2791;Dragør;682040 Udlejning af erhvervsejendomme;;;Nej
1002904112;01.01.1992;31.05.2012;TREKRONER APOTEKSUDSALG;Frugthaven 14;2500;Valby;477300 Apoteker;36304123;;Nej
1002956490;01.01.1970;31.12.1999;LØVE APOTEKET;Bødkervej 19;9300;Sæby;523100 Apoteker;;;Nej
1015282203;01.04.2008;30.09.2009;Udlejer Carsten Hansen;Fåborgvej 80;5762;Vester;682040 Udlejning af erhvervsejendomme;62242466;;Nej
1010259076;20.11.2003;01.01.2004;APOTEKERNES A.M.B.A;Virumvej 64;2830;Virum;523100 Apoteker;;;Nej
1012427871;12.07.2006;12.07.2006;APOTEKEREN A.m.b.a;c/o boks 81 -   Fruebjergvej 3;2100;København;514610 Engroshandel med medicinalvarer og sygeplejeartikler;;;Nej
1022488429;01.06.2017;31.12.2017;Bredballe Apoteksudsalg;c/o Vejle Gorms Apotek -   Bredballe Center 23;7120;Vejle;477300 Apoteker;75816446;susanne@brinth.dk;Ja
1002978327;01.01.1970;04.02.2015;SVANE APOTEKET;Ll. Sct. Peder Stræde 10;8800;Viborg;477300 Apoteker;86620022;;Nej
1005434493;01.01.1901;10.09.2009;APOTEKER VICTOR PEDERSEN OG HUSTRUMARTHA PEDERSENS LEGAT;c/o Kræftens Bekæmpelse -   Strandboulevarden 49;2100;København;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
1001250103;03.07.2000;14.03.2001;Cafe Apoteket I/S-Grand China Restaurant v/Xiaoxum Che;Hellerupvej 40;2900;Hellerup;553010 Restauranter;39620599;;Nej
1002908167;01.01.1992;30.11.2008;GEDSER APOTEKSUDSALG;Langgade 55;4874;Gedser;477300 Apoteker;54170100;;Nej
1002925726;19.11.1979;10.08.2009;Lone Dahl Pind;Algade 21 -  1.;4230;Skælskør;682040 Udlejning af erhvervsejendomme;58191612;;Nej
1008656750;01.01.2000;12.09.2011;Lystrup Apoteksudsalg;Lystrup Centervej 85;8520;Lystrup;477300 Apoteker;86226800;;Nej
1003196779;01.01.1992;30.12.2002;MØRKØV APOTEKSUDSALG;Hovedgaden 39;4440;Mørkøv;523100 Apoteker;59275102;;Nej
1003020606;19.11.1979;31.10.2002;Lægemiddelstyrelsen;Nørre Farimagsgade 63;1364;København;523100 Apoteker;33143836;;Nej
1020404910;18.05.2015;19.05.2015;Ålbæk Apoteksudsalg;Centralvej 2;9982;Ålbæk;477300 Apoteker;98489515;sforzini@apoteket.dk;Nej
1014079854;01.01.2008;28.02.2019;Lægerne i Apotekergaarden v/JørgenNordgaard-Andersen;Møllevangen 5;4300;Holbæk;862100 Alment praktiserende læger;59440570;kontakt@59440570.dk;Nej
1000292811;01.11.1988;31.12.2018;APOTEKSDATA I/S;Gammel Øm 6  -  Øm;4000;Roskilde;620100 Computerprogrammering;;;Nej
1008652348;01.01.2000;22.11.2018;Vesterbro Apoteksudsalg;Vesterbrogade 20;7000;Fredericia;477300 Apoteker;75923139;;Nej
1017012807;21.07.2011;10.11.2011;Apoteker Norgaards Børnehave;Jeppe Aakjærsvej 18  -  Skive By;7800;Skive;889130 Børnehaver;;;Nej
1019159260;20.02.2014;04.04.2017;CAFE APOTEKET HELLERUP ApS;Hellerupvej 40;2900;Hellerup;562900 Anden restaurationsvirksomhed;26255264;uni@unikorea.dk;Nej
1005422381;01.01.1901;31.12.2003;APOTEKER VIGGO FREDERIKSENS LEGAT TIL FORDEL FOR KONG CHRISTIAN IXS OG DRONNING LOUISES GULDB.LEGAT;Skt. Pauls Gade 31;8000;Aarhus;980000 Uoplyst;;;Nej
1017160083;01.10.2011;28.02.2012;Skejby Apoteksudsalg;Skelagervej 1;8200;Aarhus;477300 Apoteker;86109800;;Nej
1003181152;01.09.1999;30.11.2000;SVANE APOTEKET;A.D. Burcharths Vej 11;6000;Kolding;523100 Apoteker;;;Nej
1022143855;29.01.2017;24.12.2018;Med2Go;Krohaven 142;4140;Borup;532000 Andre post- og kurertjenester;;mero_2700@hotmail.com;Ja
1003222846;19.11.1979;30.06.2019;Apoteksejendom, Otterup v/Sten Birger Pedersen;Kornmodvænget 23  -  Korup;5210;Odense;682040 Udlejning af erhvervsejendomme;65942993;sten.pedersen@mail.tele.dk;Nej
1003085010;01.01.1992;24.05.2010;FRØSTRUP APOTEKSUDSALG;Storkevej 20;7741;Frøstrup;477300 Apoteker;97991009;;Ja
1004603962;01.06.1998;30.12.2014;APOTEKER AUGUST KONGSTEDS FOND;c/o LRS. WILHELM KAHLKE -   Købmagergade 3 -  2.;1150;København;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
1003428461;01.01.1994;31.07.2017;SORGENFRI APOTEKSUDSALG;Sorgenfri Torv 8;2830;Virum;477300 Apoteker;45850345;;Nej
1008029721;01.01.2001;31.01.2001;Rådhus Apoteket i Slagelse;Smedegade 6;4200;Slagelse;523100 Apoteker;;;Nej
1002948359;01.01.1992;01.03.2000;BEDSTED APOTEKSUDSALG;Morup Møllevej 1;7755;Bedsted;523100 Apoteker;97945322;;Nej
1003337267;01.01.1993;30.10.2007;Distrikt Givskud;Vejlevej 74  -  Givskud;7323;Give;853150 Plejehjem og beskyttede boliger;75730200;;Nej
1005345084;01.10.1979;18.11.1979;SVANE APOTEKET;4;9999;Ukendt;980000 Uoplyst;;;Nej
1002987167;01.01.1992;04.05.2017;Vindinggård Apoteksudsalg;Vindinggård Center 15;7100;Vejle;477300 Apoteker;75721866;;Nej
1007762069;01.02.1999;30.09.2014;Viby Apotekudsalg;Søndergade 8;4130;Viby;477300 Apoteker;46193413;;Nej
1003428448;01.01.1994;31.07.2017;LYSTOFTE APOTEKSUDSALG;Lystoftevej 52;2800;Kgs.Lyngby;477300 Apoteker;45886067;;Nej
1002981972;01.10.1992;30.04.2003;SOLBJERG APOTEKSUDSALG;Hovedgaden 67  -  Gylling;8300;Odder;523100 Apoteker;86926066;;Nej
1020758534;25.09.2015;27.09.2019;Aabybro apoteks personaleforening;Østergade 36;9440;Aabybro;949900 Andre organisationer og foreninger i.a.n.;98244285;aabybro@apoteket.dk;Ja
1002901678;19.11.1979;06.09.2019;SA v/Anette M Carlsen;Benløse By 6B;4100;Ringsted;477300 Apoteker;57830012;;Nej
1020114580;03.02.2015;05.02.2020;Ejerforeningen Apotekergaarden;c/o Jeppe Juhl -   Skodsbølvej 51;6310;Broager;949900 Andre organisationer og foreninger i.a.n.;;jeppejuhl1@gmail.com;Nej
1020584471;01.02.2015;31.12.2019;Ølstykke Apoteksudsalg;Ørnebjergvej 1;3650;Ølstykke;477300 Apoteker;47179677;369ll@apoteket.dk;Ja
1020736670;15.09.2015;23.07.2020;Lufthavns Apoteket København;Lufthavnsboulevarden 6;2770;Kastrup;477300 Apoteker;30703441;341bh@apoteket.dk;Ja
1019696584;15.09.2014;17.09.2019;Beboerforeningen afd.5 Apotekervænget;Apotekervænget 24;4990;Sakskøbing;949900 Andre organisationer og foreninger i.a.n.;53145333;bf.afd5@gmail.com;Ja
1019915421;21.11.2014;23.11.2019;ejerforeningen apotekerstræde 6;c/o jannik yngve nielsen -   Apotekerstræde 6;8900;Randers;949900 Andre organisationer og foreninger i.a.n.;86914249;jannik.nielsen@live.dk;Nej
1002997951;02.01.2009;02.01.2009;Sakskøbing Boligselskab, Afd. 5 Apotekervænget;Apotekervænget 4;4990;Sakskøbing;682010 Almennyttige boligselskaber;54704381;;Nej
1011446457;01.07.2005;01.07.2005;Sakskøbing Boligselskab, Afd. 5 Apotekervænget;c/o v/ Boligkontoret Danmark -   Apotekervænget 4;4990;Sakskøbing;702010 Almennyttige boligselskaber;;;Nej
1002984351;01.04.1993;13.08.2019;Torben Saxov;Klintedalen 12;3520;Farum;477300 Apoteker;44950239;;Nej
