CVR-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Virksomhedsform;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
74700012;01.12.1984;31.12.2012;KARISE APOTEK ;Bredgade 26;4653;Karise;Enkeltmandsvirksomhed;477300 Apoteker;56788195;;Nej
72424816;01.08.1983;30.06.2009;VAMDRUP APOTEK ;c/o Jens Riis -   Hvide Hus 36;6580;Vamdrup;Enkeltmandsvirksomhed;477300 Apoteker;75581888;ur@rvn-rr.dk;Nej
71500810;01.03.1983;30.03.2003;HOLSTED APOTEK ;Søndergade 16;6670;Holsted;Enkeltmandsvirksomhed;523100 Apoteker;75393211;;Nej
72424115;01.09.1983;23.07.2003;SØNDERBRO APOTEK ;c/o TSR København - VG 9 -   Finsensvej 15;2000;Frederiksberg;Enkeltmandsvirksomhed;523100 Apoteker;32580140;;Nej
72429028;01.09.1983;18.07.2001;TINGLEV APOTEK ;c/o Advokat N E Norsker -   Kvæsthusgade 3;1251;København;Enkeltmandsvirksomhed;980000 Uoplyst;74644025;;Nej
10892074;07.01.1978;30.09.2002;HUMLEBÆK APOTEK ;c/o Revisor Claus Jensen -   Humlebæk Center 23;3050;Humlebæk;Enkeltmandsvirksomhed;523100 Apoteker;49191979;;Nej
10897181;01.10.1979;11.06.2000;HURUP APOTEK ;Sundsvej 1;7760;Hurup;Enkeltmandsvirksomhed;523100 Apoteker;97952533;;Nej
61312617;01.02.1982;30.06.2005;Buddinge Apotek ;Søborg Hovedgade 201;2860;Søborg;Enkeltmandsvirksomhed;523100 Apoteker;39559090;buddinge@apotek.dk;Nej
10896304;01.12.1978;30.04.2006;TÅRNBY APOTEK ;Amager Landevej 37;2770;Kastrup;Enkeltmandsvirksomhed;523100 Apoteker;32500617;;Nej
64348728;17.03.1981;28.07.2006;KARUP APOTEK ;Aarestrupvej 15;7470;Karup;Enkeltmandsvirksomhed;980000 Uoplyst;97101700;;Nej
76480214;01.02.1985;30.04.2004;HIRTSHALS APOTEK ;Bakkevej 1;9800;Hjørring;Enkeltmandsvirksomhed;523100 Apoteker;98941540;;Nej
76478112;01.02.1985;30.04.2005;Præstø Apotek ;Svend Gønges Torv 12;4720;Præstø;Enkeltmandsvirksomhed;523100 Apoteker;55991401;;Nej
10895103;01.08.1978;31.08.2003;VEJLBY APOTEK ;Vejlbygade 16A;8240;Risskov;Enkeltmandsvirksomhed;523100 Apoteker;87429400;;Nej
78175613;01.08.1985;10.07.2014;MARSELISBORG APOTEK ;Rundhøjtorvet 3;8270;Højbjerg;Enkeltmandsvirksomhed;477300 Apoteker;86148011;;Nej
65839814;25.04.1981;30.06.2006;RØDOVRE APOTEK ;Rødovre Centrum 124;2610;Rødovre;Enkeltmandsvirksomhed;980000 Uoplyst;36700858;;Nej
74697011;01.01.1985;29.09.2014;ØRESUNDS APOTEK ;c/o Grete Meyhoff -   Ermelundsvej 114C;2820;Gentofte;Enkeltmandsvirksomhed;477300 Apoteker;39180205;;Nej
67847911;01.04.1982;30.06.2006;SINDAL APOTEK ;Vestergade 2 A.;9870;Sindal;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
76477418;01.01.1985;31.03.2009;MARSTAL APOTEK ;Kirkestræde 23;5960;Marstal;Enkeltmandsvirksomhed;477300 Apoteker;62531068;;Nej
69212913;01.09.1982;16.04.2000;GALTEN APOTEK ;Søndergade 2;8464;Galten;Enkeltmandsvirksomhed;980000 Uoplyst;86943633;;Nej
60047111;01.10.1981;31.12.2001;SÆBY APOTEK ;Lyngvej 1;9300;Sæby;Enkeltmandsvirksomhed;980000 Uoplyst;98463321;;Nej
71734617;01.04.1983;17.11.1999;TRØJBORG APOTEK ;Tordenskjoldsgade 30;8200;Århus;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
58241210;01.08.1976;31.03.2001;SILKEBORG SVANE APOTEK ;Søndergade 14;8600;Silkeborg;Enkeltmandsvirksomhed;523100 Apoteker;86820180;;Nej
21346934;01.04.1999;30.06.2020;HILLERØD KRONE APOTEK ;Helsingørsgade 10;3400;Hillerød;Enkeltmandsvirksomhed;477300 Apoteker;48220890;;Nej
64192515;01.03.1981;30.09.2001;LYNGBY SVANE APOTEK ;Elmevænget 4A;2880;Bagsværd;Enkeltmandsvirksomhed;980000 Uoplyst;45883060;;Nej
60035512;01.10.1981;31.08.2001;SCT NICOLAI APOTEK ;Gerritsgade 7;5700;Svendborg;Enkeltmandsvirksomhed;523100 Apoteker;62210836;;Nej
74214819;01.02.1984;31.07.2003;SCT LUKAS APOTEK ;Marselis Boulevard 36 -  14. tv.;8000;Århus;Enkeltmandsvirksomhed;980000 Uoplyst;86121222;;Nej
10805783;01.04.1985;13.12.2010;ISLANDS BRYGGE APOTEK ;Islands Brygge 3;2300;København;Enkeltmandsvirksomhed;999999 Uoplyst;32956361;;Nej
25699025;16.11.2000;28.07.2002;Det Lille Apotek ;Vestergade 17;7600;Struer;Interessentskab;554010 Værtshuse, bodegaer mv.;97841484;;Nej
74198015;01.06.1984;30.06.2001;HØJREBY HJORTE APOTEK ;Vesterbrogade 55B 4.;4930;Maribo;Enkeltmandsvirksomhed;523100 Apoteker;54941220;;Nej
89112117;17.04.1980;31.10.2000;SCT MATHIAS APOTEK ;Sct. Mathias Gade 14 -  2.;8800;Viborg;Enkeltmandsvirksomhed;523100 Apoteker;86620666;;Nej
10892287;01.02.1978;01.04.2000;HADERSLEV HJORTE APOTEK ;c/o Birthe Beck Thomsen -   Favrdalen 3;6100;Haderslev;Enkeltmandsvirksomhed;523100 Apoteker;74525858;;Nej
34421323;01.06.2012;01.06.2012;Vejle Løve Apotek ;Søndergade 11;7100;Vejle;Forening;477300 Apoteker;75828322;;Nej
25313577;01.06.2000;30.06.2016;Trøjborg Apotek /Hans Andersen ;Tordenskjoldsgade 30;8200;Aarhus;Enkeltmandsvirksomhed;477300 Apoteker;86167377;troejborg@apoteket.dk;Nej
17631489;01.10.1990;31.07.2009;HAARBY APOTEK/EMMA BREDMOSE ;Algade 33;5683;Haarby;Enkeltmandsvirksomhed;477300 Apoteker;64731024;;Nej
26279232;18.07.2001;30.04.2002;Tinglev Apotek/Hanne Søegård ;c/o Privat adresse. -   Højskolevej 3  -  Rønshoved;6340;Kruså;Enkeltmandsvirksomhed;523100 Apoteker;74644025;;Nej
33411065;01.03.2011;31.05.2013;Hudlægeklinikken Det Gamle Apotek ;Gl Hovedgade 6A;2970;Hørsholm;Interessentskab;862200 Praktiserende speciallæger;;;Nej
25060288;23.11.1999;30.06.2005;Naturens Apotek Anne Munch ;Råmosevej 18  -  Magleby;4672;Klippinge;Enkeltmandsvirksomhed;522730 Helsekostforretninger;56579787;;Nej
15179597;01.07.1991;31.12.2012;VINDERUP APOTEK LISBETH ØRTOFT ;c/o Postboks 50 -   Søndergade 14;7830;Vinderup;Enkeltmandsvirksomhed;477300 Apoteker;97441222;;Nej
57458054;04.06.1984;31.12.2009;HELLERUP APOTEK/ANNETTE FABRICIUS ;Strandvejen 165;2900;Hellerup;Enkeltmandsvirksomhed;477300 Apoteker;39620298;;Nej
35429824;12.07.2014;31.12.2015;Marselisborg Apotek V/Bodil Bergmann ;Rundhøjtorvet 3;8270;Højbjerg;Enkeltmandsvirksomhed;477300 Apoteker;86148938;;Nej
14172599;01.06.1990;30.06.2014;DYVEKE APOTEK V/JETTE KLEMMENSEN ;Højdevangs Allé 37;2300;København;Enkeltmandsvirksomhed;477300 Apoteker;32584359;jette@abies.dk;Nej
13869294;01.07.1985;31.12.2004;Nibe Apotek v/Poul Selde ;Mellemgade 9;9240;Nibe;Enkeltmandsvirksomhed;523100 Apoteker;98351023;;Nej
27333109;01.10.2003;01.10.2003;Det Gamle Apotek Karina Rønberg ;Nørregade 47;7500;Holstebro;Enkeltmandsvirksomhed;553010 Restauranter;97422020;;Nej
68941911;02.08.1982;31.12.2008;HASLEV APOTEK OLE BOMANN JØRGENSEN ;Lavendelvej 46  -  Kraghave;2630;Taastrup;Enkeltmandsvirksomhed;477300 Apoteker;56312071;;Nej
26909732;01.01.2003;16.06.2017;Allinge Apotek v/Karsten Mortensen ;Kirkegade 13  -  Allinge;3770;Allinge;Enkeltmandsvirksomhed;477300 Apoteker;56480048;allinge@apoteket.dk;Nej
12826885;01.04.1989;31.12.2011;FREDERIKSBERG APOTEK V/ VIBEKE BEIERHOLM ;Strandstræde 10 -  3. tv.;4300;Holbæk;Enkeltmandsvirksomhed;477300 Apoteker;33211510;;Nej
13926530;01.04.1990;30.09.2012;VIBY APOTEK V/NILS MULDGAARD ;Elmehøjvej 60;8270;Højbjerg;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
25802861;01.01.2001;31.12.2018;Galten Apotek v/Inger Rasmussen ;Torvet 3 -  st.;8464;Galten;Enkeltmandsvirksomhed;477300 Apoteker;86943633;;Nej
10869978;01.07.1987;07.06.2008;BROVST APOTEK V/BENT LYNGGAARD ;Vestergade 6;9460;Brovst;Enkeltmandsvirksomhed;477300 Apoteker;98231311;;Nej
45166457;01.04.1985;01.04.1985;BRANDE APOTEK V/EGON NØRGAARD ;Storegade 13;7330;Brande;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
18553090;01.07.1995;30.06.2010;HERLEV APOTEK ANNE BAGGER HANSEN ;Herlev Torv 13;2730;Herlev;Enkeltmandsvirksomhed;477300 Apoteker;44942525;;Nej
17705431;01.06.1994;30.09.2015;STRUER APOTEK GRETE KIRSTINE KRISTENSEN ;Sarpsborgvej 68;7600;Struer;Enkeltmandsvirksomhed;477300 Apoteker;97855845;gretek@apoteket.dk;Nej
12296045;01.10.1988;31.08.2007;RIBE APOTEK V/NIELS NYBRO ;Tvedgade 19 A.;6760;Ribe;Enkeltmandsvirksomhed;523100 Apoteker;75420755;;Nej
33857071;01.10.2011;30.06.2013;Vejlby Apotek v/Bodil Nielsen ;Vejlbygade 16A;8240;Risskov;Enkeltmandsvirksomhed;477300 Apoteker;87429400;Vejlby@apoteket.dk;Nej
79428914;01.12.1985;31.12.2013;NYSTED APOTEK V/LONE HILDEN ;Adelgade 13;4880;Nysted;Enkeltmandsvirksomhed;477300 Apoteker;54871008;nysted@apoteket.dk;Nej
13970637;01.04.1990;09.01.2007;ÅRUP APOTEK V/ANDERS LAURSEN ;Bredgade 25;5560;Aarup;Enkeltmandsvirksomhed;523100 Apoteker;64431027;;Nej
62607912;01.09.1980;13.01.2008;HALS APOTEK V/PER SØLTOFT ;Østergade 8;9370;Hals;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;98251013;;Nej
19269191;01.07.1996;04.07.2003;ØSTERFÆLLED APOTEK VED BRITT SELCHAU ;Østerbrogade 140;2100;København;Enkeltmandsvirksomhed;523100 Apoteker;35421560;;Nej
20169583;01.09.1997;30.09.2019;BØRKOP APOTEK V/JENS VILHOLM ;Ny Boder 16;7080;Børkop;Enkeltmandsvirksomhed;477300 Apoteker;75866444;;Nej
25924584;01.04.2001;30.11.2015;Hornsyld Apotek v/Gert Nielsen ;Apotekerbakken 23;8783;Hornsyld;Enkeltmandsvirksomhed;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;75687344;;Nej
21496871;01.05.1999;31.12.2018;BJERRINGBRO APOTEK V/TORBEN HAUGE ;Nørregade 4A;8850;Bjerringbro;Enkeltmandsvirksomhed;477300 Apoteker;86681010;bjerringbro@apoteket.dk;Nej
26729149;01.09.2002;13.08.2019;Brædstrup Apotek v/Klaus Christiansen ;Søndergade 32;8740;Brædstrup;Enkeltmandsvirksomhed;477300 Apoteker;75751026;;Nej
18170736;01.07.1991;21.08.2016;KASTRUP APOTEK V/BENEDIKTE LESSOW ;Vordingborggade 6;2100;København;Enkeltmandsvirksomhed;477300 Apoteker;32503633;;Nej
79429015;02.01.1986;31.12.2008;NÆRUM APOTEK V/MERETE FELSING ;Nærumvænge Torv 35;2850;Nærum;Enkeltmandsvirksomhed;477300 Apoteker;45804250;;Nej
11941206;01.03.1988;30.09.2005;Amagerbro Apotek v/Nina Bentsen ;Amagerbrogade 32;2300;København;Enkeltmandsvirksomhed;523100 Apoteker;32578383;;Nej
16431281;01.04.1988;31.12.2010;BAGSVÆRD APOTEK V/PETER ARENDS ;Kongestien 5B;2830;Virum;Enkeltmandsvirksomhed;477300 Apoteker;45854142;arends@apoteket.dk;Ja
10889200;01.05.1977;31.03.2000;GIVE APOTEK V/HELGE LARSEN ;Vestergade 1A;7323;Give;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
40248552;01.04.1985;31.12.1987;ALLINGE APOTEK V/BENT OVERGAARD ;Søndergade 2;3770;Allinge;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
10203562;12.05.2017;30.07.2017;Dødsboet efter Det Lille Apotek ;c/o Adv. Sys Rovsing -   Poul Ankers Gade 2 -  2. tv.;1271;København;Dødsbo;563000 Cafeér, værtshuse, diskoteker mv.;;;Nej
10861403;01.11.1974;01.02.2002;HERLEV APOTEK V/J BERGER ;Herlev Torv 13;2730;Herlev;Enkeltmandsvirksomhed;980000 Uoplyst;44942525;;Nej
12861044;01.02.1989;31.12.2000;BRØNDBYØSTER APOTEK V/LEO TOFT ;Borrevænget 3;2680;Solrød;Enkeltmandsvirksomhed;523100 Apoteker;56144838;;Nej
20703695;01.04.1998;30.03.2015;ÅBYHØJ APOTEK/ KIRSTEN MARIE CHRISTENSEN ;Silkeborgvej 226;8230;Åbyhøj;Enkeltmandsvirksomhed;477300 Apoteker;86158882;;Nej
12919271;01.05.1989;31.05.2003;STEGE APOTEK KAREN BODIL BAGGER ;Storegade 48;4780;Stege;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
70040514;01.01.1984;31.12.2007;Apoteker Otto Prösch/ Balling Apotek ;Eronsvej 12  -  Stenbjerg;7752;Snedsted;Enkeltmandsvirksomhed;513890 Anden specialiseret engroshandel med føde-, drikke- og tobaksvarer;97564013;ag205bal@apotek.dk;Nej
13947937;01.04.1990;31.01.2009;VÆRLØSE APOTEK V/LONE ELKEN ;Bymidten 13;3500;Værløse;Enkeltmandsvirksomhed;477300 Apoteker;44482209;;Nej
10828295;01.06.1973;30.06.2002;TÅSTRUP APOTEK V/MOGENS KÆRN ;Lendemosevej 6B 10.  -  Gl Holte;2850;Nærum;Enkeltmandsvirksomhed;523100 Apoteker;45807811;;Nej
61522417;01.03.1982;31.05.2006;BRAMMINGE APOTEK V/WERNER HANSEN ;Jernbanegade 6;6740;Bramming;Enkeltmandsvirksomhed;523100 Apoteker;75173044;;Nej
29475075;01.05.2006;30.09.2019;Det Lille Apotek u/afvikling ;Struerdalvej 36;7600;Struer;Enkeltmandsvirksomhed;561010 Restauranter;20433426;2043@3426.dk;Ja
15442395;01.12.1983;30.10.2004;BRØNSHØJ APOTEK V/INGE BØRSTING ;Tyge Krabbes Vej 7;2300;København;Enkeltmandsvirksomhed;980000 Uoplyst;38283822;;Nej
72843711;01.11.1983;31.03.2008;Enghave Apotek v/Inger Østergaard ;Kongelundsvej 28;2300;København;Enkeltmandsvirksomhed;477300 Apoteker;33313778;;Nej
16883859;01.04.1975;01.01.2001;VALBY APOTEK V/KJELD ANDERSEN ;Margrethe Alle 64;2690;Karlslunde;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
71443655;01.06.1977;30.06.2002;RØDDING APOTEK V/JØRN HERMANSEN ;Højskolevænget 4;6630;Rødding;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;74842241;;Nej
17610279;01.04.1994;23.10.2014;NYKØBING APOTEK V/ELLEN KALLESEN ;Algade 24;4500;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;59910085;;Nej
19030202;01.04.1996;24.08.2006;GRINDSTED APOTEK V/MADS ØSTERGAARD ;Borgergade 29;7200;Grindsted;Enkeltmandsvirksomhed;523100 Apoteker;75320022;;Nej
13859973;01.03.1990;01.03.2000;KOLDBY APOTEK V/KAREN NIELSEN ;Oddesundvej 348;7760;Hurup;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
26721296;29.07.2002;31.12.2003;Det Lille Apotek Niels Carsten Nielsen ;Vestergade 17;7600;Struer;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
18737043;01.10.1995;30.11.2018;SØNDERBRO APOTEK V/BODIL MØLLER CHRISTENSEN ;Søndergade 10;6000;Kolding;Enkeltmandsvirksomhed;477300 Apoteker;75520122;;Nej
10886244;01.04.1977;15.02.2006;Havdrup Apotek v/Niels Holm-Petersen ;Søgårdsvej 19A;2750;Ballerup;Enkeltmandsvirksomhed;523100 Apoteker;46185022;havdrup@apotek.dk;Nej
11502539;01.07.1979;30.09.2001;STENO APOTEK V/N RANCKE-MADSEN ;Vesterbrogade 6C;1620;København;Enkeltmandsvirksomhed;980000 Uoplyst;36447318;;Nej
58801453;01.02.1979;31.01.2002;HOLMBLADSGADES APOTEK V/INGER MARK JENSEN ;Holmbladsgade 20;2300;København;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
38641581;06.05.2017;31.12.2017;Vejle Gorms Apotek v/Susanne Brinth ;Brønsbjergvej 37;7120;Vejle;Enkeltmandsvirksomhed;477300 Apoteker;75820900;susanne@brinth.dk;Ja
71007251;01.01.1979;31.12.2003;SNERTINGE APOTEK V/M R PETERSEN ;Ellebakken 5  -  Veddinge Bk;4550;Asnæs;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;59268012;;Nej
31209269;14.08.2008;31.05.2013;Det Gamle Apotek v/Gunna Nielsen ;Nytorv 3;8800;Viborg;Enkeltmandsvirksomhed;855900 Anden undervisning i.a.n.;40882494;gunna.apotheket@gmail.com;Nej
14578196;01.11.1990;12.09.2011;Vejlby Apotek v/Peter Lund Nielsen ;Vejlbygade 16A;8240;Risskov;Enkeltmandsvirksomhed;477300 Apoteker;87429400;;Nej
61313915;01.03.1982;01.07.2006;IKAST APOTEK V/FRANDS KIERKEGAARD-HANSEN ;c/o IKAST CENTRET -   Torvet 5;7430;Ikast;Enkeltmandsvirksomhed;980000 Uoplyst;97151633;;Nej
11573088;02.01.1988;31.12.2007;MARIAGER APOTEK V/JOHN BUSSENIUS LARSEN ;Falkevej 1;9500;Hobro;Enkeltmandsvirksomhed;523100 Apoteker;98541018;;Nej
17099302;01.08.1993;31.12.2012;SMALLEGADES APOTEK V/INGRID P WARMING ;Smallegade 46;2000;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;38870478;smallegade@apotekeren.dk;Nej
20018038;01.06.1997;09.08.2002;NØRRE-NEBEL APOTEK V/BIRGIT ØSTERGAARD ;Bredgade 12;6830;Nørre;Enkeltmandsvirksomhed;523100 Apoteker;75288366;;Nej
14577890;01.01.1989;08.07.2008;CAFE BLÅGÅRDS APOTEK V/HANS NIELSEN ;Blågårdsgade 20;2200;København;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;35372442;;Nej
17380001;01.12.1993;04.05.2017;VEJLE GORMS APOTEK V/SØREN BRINTH ;Vestergade 38;7100;Vejle;Enkeltmandsvirksomhed;477300 Apoteker;75840141;gorms@apoteket.dk;Nej
21800198;01.10.1999;31.12.2019;GIVE APOTEK V/MARIANNE KUNOY SØRENSEN ;Ved Engen 16;2670;Greve;Enkeltmandsvirksomhed;477300 Apoteker;75731544;kunoy@apoteket.dk;Nej
12366841;01.10.1988;31.12.2010;SØNDERBROS APOTEK V/SVEND ERIK JENSEN ;Dytmærsken 10;8900;Randers;Enkeltmandsvirksomhed;477300 Apoteker;86422900;;Nej
16151408;01.07.1992;28.02.2009;VARDE APOTEK V/GRETHE HJELM NIELSEN ;Vestergade 3;6800;Varde;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
13223270;01.11.1975;31.10.2014;HVALSØ APOTEK V/LARS FREDE PETERSEN ;Roskildevej 4;4330;Hvalsø;Enkeltmandsvirksomhed;477300 Apoteker;46408006;;Nej
58866512;01.10.1976;31.05.2004;HUNDIGE APOTEK V/O TOVBORG JENSEN ;Over Bølgen 9 B.;2670;Greve;Enkeltmandsvirksomhed;523100 Apoteker;43903355;;Nej
10020271;01.02.1986;30.06.2009;ASSENS APOTEK V/H CHR RASMUSSEN ;Østergade 27;5610;Assens;Enkeltmandsvirksomhed;477300 Apoteker;64711035;;Nej
10148774;01.04.1986;30.11.2008;ASNÆS APOTEK V/APOTEKER BIRTE KNUTSSON ;Asnæs Centret 7;4550;Asnæs;Enkeltmandsvirksomhed;477300 Apoteker;59650600;;Nej
18842149;01.11.1995;17.04.2007;SCT. CLEMENS APOTEK V/ BIRTE TANGE ;Havnegade 10 A.;7900;Nykøbing;Enkeltmandsvirksomhed;523100 Apoteker;97720966;;Nej
20545194;15.01.1998;11.05.2017;DET LILLE APOTEK V/TORBEN DALL ;Dybekær 1;4281;Gørlev;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;58856810;;Nej
10941202;01.10.1987;31.12.2005;ALLINGE APOTEK V/LARS FIND-ANDERSEN ;Assereng 4  -  Allinge;3770;Allinge;Enkeltmandsvirksomhed;702040 Udlejning af erhvervsejendomme;56445026;;Nej
13445680;25.08.1989;31.12.2010;DET GAMLE APOTEK V/BO LINDER ;Hvissingevej 23 -  2. th.;2600;Glostrup;Enkeltmandsvirksomhed;561020 Pizzeriaer, grillbarer, isbarer mv.;;;Nej
40904557;01.01.1976;31.12.1999;KORSØR APOTEK V/HELMER STEEN CHRISTIANSEN ;Assensgade 26 -  3. TH.;8000;Århus;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
10889707;01.06.1977;31.05.2003;TREKRONER APOTEK V/E LUND-JACOBSEN ;Rammetoften 25  -  Trørød;2950;Vedbæk;Enkeltmandsvirksomhed;523100 Apoteker;36461288;;Nej
14521542;01.12.1990;31.08.2014;ESBJERG KRONE APOTEK V/OLE CHRISTENSEN ;Kongensgade 36;6700;Esbjerg;Enkeltmandsvirksomhed;477300 Apoteker;75129211;krone@apoteket.dk;Nej
21154598;01.11.1998;30.06.2015;NØRRE ALSLEV APOTEK V/OLE MENSBERG ;Apotekergade 1;4840;Nørre;Enkeltmandsvirksomhed;477300 Apoteker;54434021;;Nej
13092648;01.06.1989;31.05.2009;AALBORGHUS APOTEK V/MARTIN TOFT MADSEN ;Grønlands Torv 12;9210;Aalborg;Enkeltmandsvirksomhed;477300 Apoteker;98140611;;Nej
31337100;01.04.2008;31.12.2014;Det Lille Apotek v/Susanne Nørgård ;Kærhøgevej 40;6800;Varde;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;75223132;mosegaarden@live.com;Ja
12258682;01.07.1988;16.06.2008;FREDERICIA LØVE APOTEK V/KAJ LINNEMANN ;Danmarksgade 19;7000;Fredericia;Enkeltmandsvirksomhed;477300 Apoteker;75923544;;Nej
10644682;01.04.1987;31.12.2014;Grenå Apotek v/Lene Hübertz Olesen ;Åkrogs Strandvej 51E;8240;Risskov;Enkeltmandsvirksomhed;477300 Apoteker;86321422;grenaa@apotek.dk;Nej
11207898;01.11.1987;31.12.2010;BRANDE APOTEK V/ELSE SKOV VILLADSEN ;Storegade 13;7330;Brande;Enkeltmandsvirksomhed;477300 Apoteker;97180388;;Nej
10573742;01.02.1987;31.12.2008;CHRISTIANSFELD APOTEK V/INGRID FREES CHRISTENSEN ;Lindegade 21;6070;Christiansfeld;Enkeltmandsvirksomhed;477300 Apoteker;74561314;;Nej
12896239;01.11.1985;30.06.2004;SCT.HANS APOTEK V/APOTEKER NIELS MØLLER ;Skt. Klemens Vej 72  -  Skt Klemens;5260;Odense;Enkeltmandsvirksomhed;980000 Uoplyst;66151885;;Nej
25611551;01.09.2000;31.05.2012;Brøndbyøster Apotek v/Pia Kofoed Larsen ;Nygårds Plads 3;2605;Brøndby;Enkeltmandsvirksomhed;477300 Apoteker;36754070;;Nej
76057516;01.05.1984;30.09.2004;Det Gamle Apotek v/Bent Mortensen ;Dybdalsvej 10  -  Daugbjerg;8800;Viborg;Enkeltmandsvirksomhed;554090 Cafeér og kaffebarer mv.;97548221;;Nej
25023919;30.09.1999;01.01.2002;Ballerup Apotek Boet efter M. Nedergaard ;c/o Hanne Nedergaard -   Carl Bernhards Vej 15 -  3. tv.;1817;Frederiksberg;Dødsbo;523100 Apoteker;33220763;Apo@te.post.tele.dk;Nej
14381147;01.10.1979;31.12.1999;RINGKØBING LØVE APOTEK V/POUL HORSBØL ;Bødkervej 19;9300;Sæby;Enkeltmandsvirksomhed;523100 Apoteker;;;Nej
15158875;01.07.1991;30.09.2015;BRØNDERSLEV APOTEK V/PREBEN SOMMER LUNDIN ;Løkkegade 2;9480;Løkken;Enkeltmandsvirksomhed;477300 Apoteker;98821211;552psl@apoteket.dk;Nej
27035469;01.04.2003;31.03.2012;Albani Apotek Odense v/Bente Møgelhøj ;Albanigade 54F;5000;Odense;Enkeltmandsvirksomhed;477300 Apoteker;66120463;;Nej
19673588;01.06.1991;30.12.2009;DET LILLE APOTEK V/LONE PEDERSEN ;Solbjerg Hovedgade 77A;8355;Solbjerg;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;86927133;;Nej
27466036;01.01.2004;30.04.2006;Det Lille Apotek Jørn M. Christensen ;Vestergade 17;7600;Struer;Enkeltmandsvirksomhed;554010 Værtshuse, bodegaer mv.;;;Nej
15823704;01.05.1992;31.01.2005;Samsø Apotek v/Apoteker Jytte Bundgaard ;Langgade 6  -  Tranebjerg;8305;Samsø;Enkeltmandsvirksomhed;523100 Apoteker;86590030;;Nej
74874428;01.05.1984;16.02.2005;HADSTEN APOTEK V/JENS JEPSEN KNUDSEN ;Vesselbjergvej 8;8370;Hadsten;Enkeltmandsvirksomhed;523100 Apoteker;86981122;;Nej
10567939;01.03.1987;11.05.2004;EGTVED APOTEK V/LEIF INGERSLEV JØRGENSEN ;Kystvej 122;6091;Bjert;Enkeltmandsvirksomhed;980000 Uoplyst;75552340;egtved@apoteket.dk;Nej
19211304;01.06.1996;19.10.2001;HØNG APOTEK V/NIELS BOE MIKKELSEN ;Tingvej 4;4270;Høng;Enkeltmandsvirksomhed;523100 Apoteker;58852294;;Nej
11293506;01.09.1987;31.08.2007;Hamlets Apotek v/Bertel Johan Würtzen ;Hamletsgade 2;2200;København;Enkeltmandsvirksomhed;523100 Apoteker;35837202;hamlets@apotek.dk;Nej
19227944;01.04.1996;30.05.2002;DET GAMLE APOTEK DAGMAR TRANEKÆR HORNSTRUP ;Åbakkevej 4;7540;Haderup;Enkeltmandsvirksomhed;554010 Værtshuse, bodegaer mv.;97452193;;Nej
19753298;01.04.1997;31.12.2012;SCT. PAULS APOTEK ÅRHUS V/KIRSTEN LUNDIN ;Jægergårdsgade 76;8000;Aarhus;Enkeltmandsvirksomhed;477300 Apoteker;86121299;;Nej
70039915;01.03.1983;30.06.2008;Jernbane Alle Apotek v/Niels Peter Holm ;Jernbane Allé 25A;2720;Vanløse;Enkeltmandsvirksomhed;477300 Apoteker;38745745;;Nej
12646771;01.02.1989;31.12.2010;Skjern Apotek v/Poul Erik Vesterby Knudsen ;Finkevej 5;6900;Skjern;Enkeltmandsvirksomhed;477300 Apoteker;97351544;;Nej
10890497;21.09.1977;31.12.2000;NØRRE NEBEL APOTEK V/ASGER KROMANN BAK ;c/o ADVOKAT SØREN LUNDSGAARD -   Frederiksholms Kanal 20;1220;København;Enkeltmandsvirksomhed;980000 Uoplyst;;;Nej
10823641;01.11.1972;30.06.2002;SORØ APOTEK V/OLE C U STAHL ;Odinsvej 20;4180;Sorø;Enkeltmandsvirksomhed;980000 Uoplyst;57833044;;Nej
